mag_cole_leg_2cm (Z3_leg_4cm=6000) X,mag_cole_leg_2cm (Z3_leg_4cm=6000) Y
976.563,25.28891005358167
1953.125899999977,24.64384435136855
3906.251599999919,23.69928070241406
7812.502799999787,22.59199322231212
15625.00479999951,21.41539340894268
31250.00799999899,19.96125440738468
62500.01279999808,17.8608582788998
125000.0191999967,14.99328657335627
250000.025599995,11.83814140823919
500000.0255999946,9.148115598859317
1000000,7.341083988332251
