pha_cole_arm_2cm (Z3_leg_4cm=6000) X,pha_cole_arm_2cm (Z3_leg_4cm=6000) Y
976.563,6.191685345774965
1953.125899999977,7.263195870719447
3906.251599999919,8.531933703921689
7812.502799999787,10.02424544442148
15625.00479999951,12.44658598416691
31250.00799999899,16.62743298749027
62500.01279999808,22.57044011294694
125000.0191999967,28.58809715624011
250000.025599995,31.73284888686392
500000.0255999946,29.92005239959145
1000000,23.2640111509493
