mag_cole_arm_4cm (Z3_leg_4cm=6000) X,mag_cole_arm_4cm (Z3_leg_4cm=6000) Y
976.563,58.00871959009101
1953.125899999977,55.04742912807034
3906.251599999919,52.74257778869453
7812.502799999787,50.88274980285432
15625.00479999951,48.65584979419615
31250.00799999899,45.07766591913275
62500.01279999808,39.30812534474357
125000.0191999967,31.62420692609781
250000.025599995,23.91304915776179
500000.0255999946,18.01583839076924
1000000,14.43085530573363
