pha_cole_arm_4cm (Z3_leg_4cm=6000) X,pha_cole_arm_4cm (Z3_leg_4cm=6000) Y
976.563,7.557623844518043
1953.125899999977,7.04459515706165
3906.251599999919,6.820963244131112
7812.502799999787,7.760298318730607
15625.00479999951,10.52759357670291
31250.00799999899,15.39074127898577
62500.01279999808,21.81284118950657
125000.0191999967,27.72610893877193
250000.025599995,30.17117106344935
500000.0255999946,27.53957054441597
1000000,20.6691595635821
