pha_freq X,pha_freq Y
1000,7.38153878459247
1995.262,7.08401173559086
3981.072,7.982667579817439
7943.282,10.49129718073614
15848.93,14.81199455850937
31622.78,21.32908535151331
63095.73,28.6517817522353
125892.5,34.18831150225641
251188.6,35.70084840710151
501187.2,32.32009734234272
1000000,24.61515474017126
