pha_cole_leg_4cm (Z3_leg_4cm=6000) X,pha_cole_leg_4cm (Z3_leg_4cm=6000) Y
976.563,4.664214622015344
1953.125899999977,4.408417081126622
3906.251599999919,4.179098087677218
7812.502799999787,4.229332127595089
15625.00479999951,5.249891312878423
31250.00799999899,7.82663610913772
62500.01279999808,12.30087204794854
125000.0191999967,17.88521456719749
250000.025599995,21.38689268958057
500000.0255999946,19.56516360117051
1000000,13.76317671504036
