mag_cole_arm_2cm (Z3_leg_4cm=6000) X,mag_cole_arm_2cm (Z3_leg_4cm=6000) Y
976.563,57.0131235688822
1953.125899999977,54.49131409535511
3906.251599999919,51.45865329347829
7812.502799999787,48.3042704045129
15625.00479999951,45.09286715240452
31250.00799999899,41.23220496715123
62500.01279999808,35.85587994001772
125000.0191999967,28.88460744643135
250000.025599995,21.73724435972146
500000.0255999946,16.0817200388832
1000000,12.51615839474157
