mag_cole_leg_4cm (Z3_leg_4cm=6000) X,mag_cole_leg_4cm (Z3_leg_4cm=6000) Y
976.563,16.13048999680199
1953.125899999977,15.65466146927927
3906.251599999919,15.18623227929235
7812.502799999787,14.83651809604855
15625.00479999951,14.54844254594873
31250.00799999899,14.14272485479335
62500.01279999808,13.33507489459055
125000.0191999967,11.79802371021999
250000.025599995,9.660085834649458
500000.0255999946,7.757745054663876
1000000,6.648960110474332
