pha_cole_leg_2cm (Z3_leg_4cm=6000) X,pha_cole_leg_2cm (Z3_leg_4cm=6000) Y
976.563,3.69881351148337
1953.125899999977,4.798846166895454
3906.251599999919,6.172780297606967
7812.502799999787,7.655650426097883
15625.00479999951,9.779810275492508
31250.00799999899,13.31374919746114
62500.01279999808,18.35158876200137
125000.0191999967,23.64400496668322
250000.025599995,26.76661840535375
500000.0255999946,25.72228932172895
1000000,20.31177761624983
