mag_freq X,mag_freq Y
1000,56.44807018023695
1995.262,54.00671192629107
3981.072,50.92671996515521
7943.282,48.51859110701584
15848.93,45.181855934262
31622.78,40.01321424506488
63095.73,32.75419704280934
125892.5,24.75813846769073
251188.6,17.82926475525329
501187.2,12.92356020840693
1000000,9.973295074466764
